"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","86",",,0","61",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-04",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","63",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-05",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","63",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","66",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","67",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-08",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-09",,,,,"0.15",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-10",,,,,"0.09",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-11",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","71",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-12",,,,,"4.88",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","70",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","69",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-15",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-16",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","70",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-17",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","70",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-18",,,,,"0.13",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","70",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-19",,,,,"0.15",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","70",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-20",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","70",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-21",,,,,"1.00",",,0,1500","0.0","P,,0","0.0","P,,0","79",",,0","71",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-22",,,,,"0.14",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","72",",,0","77",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-23",,,,,"0.19",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-24",,,,,"0.17",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","73",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-25",,,,,"1.25",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-26",,,,,"0.14",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-27",,,,,"0.05",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","73",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-28",,,,,"0.32",",,0,1500","0.0","P,,0","0.0","P,,0","86",",,0","73",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-29",,,,,"0.07",",,0,1500","0.0","P,,0","0.0","P,,0","86",",,0","74",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-06-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","69",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-01",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","67",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-02",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","68",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","91",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-04",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",I,0","79",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-05",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","72",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-06",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","72",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-07",,,,,"0.58",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","71",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-08",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","75",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-09",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-10",,,,,"0.13",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","72",",,0","81",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-11",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","74",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-12",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-13",,,,,"1.40",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-14",,,,,"0.10",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-15",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","76",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-16",,,,,"0.50",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-17",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","76",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-18",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-19",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","70",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-20",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","71",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-21",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","73",",,0","93",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-22",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","73",",,0","93",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-23",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","74",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-24",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","74",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","73",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-26",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","75",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-27",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","70",",,0","93",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-28",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","95",",,0","69",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-29",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","72",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","74",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-07-31",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","74",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-01",,,,,"0.59",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","72",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-02",,,,,"0.30",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","72",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","72",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-04",,,,,"1.03",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","72",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-05",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","73",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-08",,,,,"0.29",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","71",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-09",,,,,"0.09",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","72",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-10",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","72",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-11",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","74",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-12",,,,,"0.08",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","73",",,0","73",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-13",,,,,"0.05",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","72",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-14",,,,,"0.03",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","71",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-15",,,,,"0.72",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","69",",,0","71",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-16",,,,,"0.03",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","70",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-17",,,,,"0.97",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","71",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-18",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-19",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-20",,,,,"0.18",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","75",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-21",,,,,"0.02",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","75",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-22",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","72",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-23",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","70",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-24",,,,,"0.38",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","68",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","68",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-26",,,,,"0.49",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","69",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-27",,,,,"1.80",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","69",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-28",,,,,"0.10",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-29",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","73",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-08-31",,,,,"0.21",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","72",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-01",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","73",",,0","90",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-02",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","73",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-03",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","94",",,0","74",",,0","94",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-04",,,,,"0.50",",,0,1500","0.0","P,,0","0.0","P,,0","96",",,0","73",",,0","91",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-05",,,,,"0.87",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","74",",,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-06",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","88",",O,0","92",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-07",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","92",",,0","73",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-08",,,,,"0.08",",,0,1500","0.0","P,,0","0.0","P,,0","93",",,0","73",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-09",,,,,"0.20",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","72",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-10",,,,,"0.05",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","72",",,0","76",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-11",,,,,"3.32",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","71",",,0","74",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-12",,,,,"0.26",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","69",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","72",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","70",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-15",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","70",",,0","89",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-16",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","74",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-17",,,,,"0.07",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","73",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-18",,,,,"0.07",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","75",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-19",,,,,"0.16",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","71",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-20",,,,,"0.11",",,0,1500","0.0","P,,0","0.0","P,,0","91",",,0","71",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-21",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","86",",,0","73",",,0","85",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-22",,,,,"0.39",",,0,1500","0.0","P,,0","0.0","P,,0","73",",I,0","70",",,0","73",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-23",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","86",",,0","67",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-24",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","62",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-25",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","63",",,0","85",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-26",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","87",",,0","66",",,0","86",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-27",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","69",",,0","84",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-28",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","60",",,0","87",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-29",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","71",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-09-30",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","90",",,0","71",",,0","88",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-01",,,,,"0.60",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","74",",,0","83",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-02",,,,,"0.10",",,0,1500","0.0","P,,0","0.0","P,,0","89",",,0","74",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-03",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","74",",,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-04",,,,,"0.33",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","71",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-05",,,,,"0.48",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","72",",,0","73",",I,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-06",,,,,"0.01",",,0,1500","0.0","P,,0","0.0","P,,0","78",",,0","75",",I,0","75",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-07",,,,,"0.60",",,0,1500","0.0","P,,0","0.0","P,,0","80",",,0","70",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-08",,,,,"0.30",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","71",",,0","78",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-09",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","84",",,0","64",",,0","81",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-10",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","62",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-11",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","59",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-12",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","82",",,0","63",",,0","77",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-13",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","81",",,0","69",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-14",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","85",",,0","65",",,0","79",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-15",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","83",",,0","66",",,0","82",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-16",,,,,"0.05",",,0,1500","0.0","P,,0","0.0","P,,0","83",",,0","70",",,0","80",",,0,1500",,
"USC00084625","KISSIMMEE 2, FL US","28.2763","-81.424","18.3","1996-10-17",,,,,"0.00",",,0,1500","0.0","P,,0","0.0","P,,0","88",",,0","71",",,0","87",",,0,1500",,
